Limestone,Clay,Silica Stone,Iron Oxide,Gypsum,Coal,Carbon Dioxide,Date
1.063244031,0.165469011,0.030719946,0.034183117,0.065464474,0.092767593,0.931826201,1994-08-13
1.202619052,0.311081854,0.027496395,0.054882322,0.056357799,0.200562026,1.109405855,1994-08-14
1.540228742,0.255950703,0.063854053,0.045427654,0.045248634,0.088476306,1.3421165,1994-08-15
1.230707695,0.270205698,0.050205669,0.036301111,0.056991436,0.232604535,1.126498594,1994-08-16
1.577009116,0.10921235,0.013625335,0.041114023,0.041205519,0.105944508,1.325154388,1994-08-17
1.230402542,0.295261783,0.040877584,0.04481249,0.043175216,0.191160279,1.124019153,1994-08-18
0.614087312,0.227231061,0.045853603,0.045960304,0.037625916,0.187774768,0.609938103,1994-08-19
1.228664996,0.252652712,0.068268119,0.030807138,0.044890703,0.191079334,1.111340273,1994-08-20
1.068509565,0.111701605,0.042246429,0.051484828,0.051793993,0.115840571,0.926038772,1994-08-21
1.208642249,0.196848712,0.048068728,0.046832997,0.032174764,0.187722173,1.076220496,1994-08-22
1.519996406,0.226915215,0.053140004,0.039418674,0.034916547,0.124020176,1.321623247,1994-08-23
1.579034992,0.144504389,0.040350164,0.029807623,0.057839086,0.165470943,1.352473186,1994-08-24
0.474936583,0.231533541,0.047910421,0.039692378,0.037091868,0.105047907,0.482888377,1994-08-25
0.878186275,0.208578885,0.033794547,0.040990917,0.02991615,0.087256696,0.793044186,1994-08-26
0.958922541,0.260142041,0.036082352,0.040416397,0.038687301,0.106373597,0.87797397,1994-08-27
0.86964155,0.221789965,0.046365787,0.053219859,0.040158179,0.200040795,0.816232771,1994-08-28
0.910921535,0.117340048,0.049125694,0.040457612,0.041168626,0.10097024,0.797208483,1994-08-29
0.970464565,0.275358785,0.047307552,0.051347345,0.052051891,0.007373212,0.875524609,1994-08-30
1.124602074,0.193165488,0.034735901,0.027503716,0.046193449,0.099514763,0.988377564,1994-08-31
1.397095819,0.149940605,0.044725612,0.04361656,0.035321848,0.176120681,1.210249375,1994-09-01
1.307638768,0.356332285,0.055917997,0.024984161,0.04158278,0.134466378,1.192152469,1994-09-02
0.787183831,0.233552911,0.059936781,0.03521227,0.04454833,0.124053102,0.738593296,1994-09-03
1.010379682,0.205660451,0.040556478,0.043412554,0.04827897,0.165962984,0.916419278,1994-09-04
0.554661961,0.238508669,0.074239578,0.018295354,0.040685886,0.115980195,0.551800291,1994-09-05
1.006433352,0.253415559,0.061632069,0.054675727,0.038729277,0.196743109,0.936023678,1994-09-06
0.980432164,0.178679422,0.057918654,0.047604523,0.03734823,0.147257754,0.881688249,1994-09-07
1.098431954,0.276379774,0.041218487,0.042067421,0.04406143,0.148463496,1.004086928,1994-09-08
1.229044495,0.183879197,0.050972522,0.043784011,0.038113676,0.099243138,1.071535004,1994-09-09
0.604106903,0.150069299,0.052130267,0.033469999,0.043399658,0.14984368,0.571175041,1994-09-10
1.034453104,0.177639568,0.039349299,0.047325092,0.048712987,0.155120589,0.925417209,1994-09-11
1.323681919,0.150012906,0.067138189,0.04476267,0.040996408,0.147772009,1.148793536,1994-09-12
0.354374212,0.222821219,0.050070586,0.028184126,0.046812349,0.129701022,0.388792646,1994-09-13
1.265808732,0.194950296,0.058043451,0.043786973,0.04142131,0.164441078,1.118345464,1994-09-14
0.899033089,0.252899233,0.042906964,0.017716559,0.046417589,0.215980708,0.848996494,1994-09-15
1.084911938,0.177770722,0.045239751,0.039047468,0.039074884,0.088860471,0.951369071,1994-09-16
0.964240252,0.25512645,0.057110723,0.046304221,0.049301334,0.137801921,0.890762149,1994-09-17
1.100431756,0.280468115,0.021913284,0.037181664,0.043833795,0.145499981,1.00387871,1994-09-18
0.775148408,0.16331852,0.046656797,0.042465654,0.058634088,0.177159404,0.719321817,1994-09-19
1.048891894,0.208697832,0.047217363,0.038228418,0.052583035,0.178269043,0.951179555,1994-09-20
0.994184264,0.269986977,0.043905048,0.026850407,0.046459556,0.12910435,0.913885875,1994-09-21
0.667011115,0.216618429,0.043930606,0.026523373,0.044000622,0.067926713,0.623625223,1994-09-22
0.928308883,0.13166572,0.058947799,0.036680818,0.058582131,0.095719396,0.816711777,1994-09-23
0.923259978,0.320087216,0.044027937,0.04044297,0.03593693,0.033610213,0.853396973,1994-09-24
1.037391929,0.226365135,0.048780187,0.03993782,0.030343002,0.200987758,0.949926736,1994-09-25
1.400748136,0.320991271,0.051053117,0.052078344,0.048485108,0.242899952,1.280637537,1994-09-26
0.547200457,0.19994978,0.030636149,0.036271263,0.043199997,0.180000158,0.544756072,1994-09-27
0.660487543,0.154758731,0.029748266,0.045208734,0.044694493,0.166846344,0.620152072,1994-09-28
1.388858083,0.332039586,0.056833515,0.037391827,0.055364541,0.062127866,1.238082903,1994-09-29
1.081975822,0.19827658,0.063255969,0.052606633,0.06254847,0.116644511,0.966233641,1994-09-30
0.964208728,0.183613049,0.057071954,0.041143781,0.049641156,0.150229345,0.871282455,1994-10-01
1.462772964,0.255095467,0.039442123,0.041265063,0.026871001,0.187137416,1.294932314,1994-10-02
0.465371466,0.211794242,0.054771188,0.044608153,0.045934687,0.113134954,0.472993839,1994-10-03
1.3136805,0.151271524,0.046695623,0.042582266,0.052981118,0.183682661,1.14728829,1994-10-04
0.994256079,0.163647196,0.032460717,0.059177901,0.036164344,0.031823251,0.863643968,1994-10-05
1.24631191,0.047649327,0.057914438,0.030220743,0.043233694,0.17485976,1.059453166,1994-10-06
1.12833842,0.23797715,0.062265226,0.047778932,0.034597931,0.070825195,1.002693129,1994-10-07
0.965353344,0.333650231,0.050739363,0.041083705,0.033956279,0.129528738,0.910861427,1994-10-08
0.950202442,0.284059691,0.051193434,0.049729854,0.049980851,0.183499863,0.897170247,1994-10-09
0.697242716,0.260520142,0.053779867,0.015876115,0.043891297,0.119815681,0.67126808,1994-10-10
0.412127919,0.155228591,0.048779301,0.04394803,0.04830086,0.091831425,0.408740016,1994-10-11
0.663075594,0.213706558,0.033284651,0.025593689,0.043008461,0.131368946,0.631034912,1994-10-12
1.153282999,0.217825253,0.07209353,0.033466719,0.024116943,0.173827514,1.035707197,1994-10-13
0.63358493,0.306834751,0.044948916,0.032830619,0.039549642,0.20212288,0.651075863,1994-10-14
1.116645716,0.350658926,0.031611304,0.061560887,0.045349887,0.161341962,1.044634851,1994-10-15
0.695741257,0.357798055,0.057727992,0.054539067,0.045062088,0.208778873,0.721421111,1994-10-16
1.117676667,0.100857382,0.056202546,0.030898226,0.037767504,0.154497058,0.967784787,1994-10-17
0.82993103,0.33415638,0.035045848,0.042525789,0.05708625,0.151369429,0.807931412,1994-10-18
0.94943665,0.179239314,0.030417959,0.042560348,0.045280239,0.145579278,0.854262824,1994-10-19
1.482295544,0.264277847,0.034345858,0.05259208,0.041585002,0.156865467,1.309345176,1994-10-20
1.268972131,0.231675297,0.039260877,0.04027529,0.048081264,0.1618169,1.129805417,1994-10-21
0.821244195,0.184397904,0.045594523,0.042619293,0.037682783,0.168729873,0.758650362,1994-10-22
0.634939972,0.160782554,0.053118168,0.057888039,0.039261289,0.136102051,0.598433904,1994-10-23
1.065893533,0.259080217,0.036164762,0.039693112,0.042707278,0.194530202,0.981201447,1994-10-24
1.222150922,0.192000662,0.05495477,0.020115743,0.049042345,0.206953694,1.089122961,1994-10-25
0.98928102,0.114917011,0.058246529,0.04392874,0.051861672,0.133096562,0.867922926,1994-10-26
0.990589481,0.16321263,0.073306814,0.054424852,0.053602046,0.178764444,0.895321634,1994-10-27
1.721695488,0.262460299,0.041297536,0.047606627,0.048714417,0.114127755,1.492681889,1994-10-28
0.731666383,0.249713459,0.032876238,0.051780503,0.037891435,0.12149744,0.69680145,1994-10-29
1.173584524,0.235886112,0.041435135,0.032428611,0.041750556,0.140456334,1.04928615,1994-10-30
1.068299043,0.220982066,0.042785685,0.035061053,0.040002604,0.116573602,0.956033509,1994-10-31
0.77869305,0.257607962,0.072047893,0.040339165,0.045498812,0.194885596,0.755002535,1994-11-01
1.025743817,0.19103397,0.043754415,0.044873615,0.052134154,0.208482026,0.933677868,1994-11-02
0.891741901,0.210063207,0.04013362,0.032803367,0.051617885,0.139182368,0.816704443,1994-11-03
0.825830249,0.273488088,0.066568473,0.052602349,0.036587834,0.137108167,0.785708124,1994-11-04
0.680760771,0.184824849,0.081267411,0.030628248,0.031839333,0.231361298,0.660701831,1994-11-05
0.99781256,0.28291584,0.071449041,0.049580264,0.029011184,0.240669717,0.946262792,1994-11-06
1.101575727,0.264474736,0.054310882,0.048984001,0.058810004,0.043600814,0.985533654,1994-11-07
0.541141307,0.22228188,0.053702761,0.045210918,0.039203692,0.192695256,0.551948398,1994-11-08
1.737478007,0.144093089,0.042740903,0.044086634,0.035513924,0.113230049,1.468090488,1994-11-09
1.228037585,0.352759571,0.084784829,0.051601444,0.046125838,0.268370199,1.16018319,1994-11-10
0.932547703,0.294373531,0.044831528,0.046516862,0.047108577,0.177175633,0.883631045,1994-11-11
0.932369592,0.247923633,0.060695596,0.036869653,0.042769837,0.154132808,0.865132834,1994-11-12
1.227220767,0.200044441,0.063997426,0.04811443,0.036246019,0.040200155,1.064665765,1994-11-13
1.514378139,0.186052897,0.048505563,0.0401883,0.058919385,0.164565883,1.314992882,1994-11-14
0.859617157,0.180787877,0.05458952,0.039461641,0.039780006,0.16662513,0.788638231,1994-11-15
0.881895012,0.313394642,0.042801708,0.051651758,0.035866308,0.141018624,0.840770104,1994-11-16
0.976265079,0.200300632,0.056172278,0.040178175,0.050290313,0.178611779,0.891488685,1994-11-17
1.275353411,0.301570065,0.033088371,0.039256117,0.042001334,0.147373001,1.151662931,1994-11-18
1.095493652,0.311856784,0.042503033,0.033817745,0.04676603,0.090923593,1.000445356,1994-11-19
0.93701848,0.270864489,0.062803327,0.042112526,0.03732537,0.135449987,0.87218825,1994-11-20
0.790291048,0.221686777,0.048765219,0.059363494,0.035894986,0.136011995,0.740343641,1994-11-21
1.395250062,0.188387182,0.049621999,0.041269273,0.047063527,0.108291941,1.208170072,1994-11-22
0.545537428,0.195691959,0.054828437,0.031767286,0.036592063,0.179270743,0.543310458,1994-11-23
0.983174068,0.146510914,0.077494939,0.050066479,0.039776892,0.187398373,0.884706034,1994-11-24
1.10223413,0.171785699,0.046222265,0.045329647,0.040353489,0.167744225,0.980062399,1994-11-25
0.731396306,0.140434462,0.03472978,0.054801027,0.0366508,0.120497222,0.663964988,1994-11-26
1.30466535,0.264217312,0.067976406,0.038248931,0.039423113,0.194015537,1.176365426,1994-11-27
1.041748857,0.188149955,0.02590205,0.032844321,0.049929447,0.0566066,0.912032974,1994-11-28
0.613940863,0.340789264,0.041810379,0.049310782,0.046714832,0.226386238,0.652450316,1994-11-29
1.115759874,0.23903033,0.034232334,0.033178425,0.041836117,0.176885631,1.010618812,1994-11-30
1.713231839,0.109638366,0.047668001,0.038937979,0.036452061,0.120586618,1.439900109,1994-12-01
0.984587352,0.213915478,0.045060228,0.048794376,0.04923523,0.09572741,0.88529899,1994-12-02
1.123373213,0.28271941,0.039181684,0.034652376,0.03546357,0.205644226,1.035573002,1994-12-03
1.367046111,0.093922315,0.059277399,0.048565153,0.0553673,0.173014309,1.172737431,1994-12-04
1.34472875,0.316396362,0.056829317,0.038449906,0.042878002,0.094557212,1.203429074,1994-12-05
1.082082545,0.224457543,0.056793165,0.033079787,0.045039615,0.181049154,0.982704387,1994-12-06
1.442469104,0.256372648,0.062198613,0.031677196,0.050661571,0.209540417,1.287248899,1994-12-07
1.113374316,0.180952304,0.048793853,0.046011318,0.067531077,0.178216982,0.996862165,1994-12-08
1.09013002,0.278026726,0.034862267,0.026256973,0.050641065,0.15557272,0.997802608,1994-12-09
1.429618262,0.206748713,0.066423686,0.043425948,0.050131814,0.128281701,1.247373708,1994-12-10
1.055510297,0.149702946,0.05204948,0.067638489,0.029497816,0.124018581,0.929041416,1994-12-11
0.786298043,0.251190189,0.048591836,0.027085985,0.04552656,0.15865467,0.748246864,1994-12-12
1.356228388,0.23774833,0.074263835,0.038649636,0.042919176,0.048065843,1.181503643,1994-12-13
1.485691016,0.268381569,0.051495021,0.05726453,0.035927019,0.147664571,1.313068854,1994-12-14
0.974551211,0.174623733,0.04524973,0.056101609,0.043566036,0.101044258,0.866728678,1994-12-15
1.078616423,0.134683132,0.050858068,0.039355319,0.035406514,0.154710343,0.946802136,1994-12-16
0.927710806,0.307478273,0.029149129,0.027431902,0.043795046,0.15293906,0.875037547,1994-12-17
0.595965839,0.259498135,0.040383911,0.040734827,0.039537984,0.150502665,0.596788317,1994-12-18
0.830622074,0.303304371,0.055557099,0.026200301,0.035645026,0.190664503,0.805362114,1994-12-19
1.234238584,0.334974838,0.067853655,0.050873025,0.038942874,0.073114689,1.118273212,1994-12-20
1.611864769,0.254945146,0.056776714,0.039707762,0.031556037,0.126438662,1.404067143,1994-12-21
1.259386795,0.351217761,0.077426823,0.053012309,0.040738181,0.180094372,1.16601137,1994-12-22
1.221273042,0.199975942,0.049293163,0.03539793,0.031043566,0.162555803,1.081095842,1994-12-23
1.260179681,0.337690192,0.029742107,0.04624392,0.054379475,0.193802514,1.161247855,1994-12-24
1.165183729,0.340831139,0.043144372,0.035233625,0.055507734,0.157960137,1.079376926,1994-12-25
0.791638162,0.20100597,0.036736179,0.051765977,0.042323711,0.157181908,0.738131289,1994-12-26
0.437273395,0.196124577,0.063930154,0.050176518,0.054742715,0.128436601,0.451228348,1994-12-27
0.799035033,0.15192463,0.0591582,0.034153588,0.055706596,0.163437908,0.732394835,1994-12-28
0.854732727,0.164054236,0.051654801,0.039388891,0.051816428,0.122742645,0.771836993,1994-12-29
0.937000096,0.067244017,0.048953981,0.021986206,0.066608082,0.119152156,0.80735854,1994-12-30
0.783485204,0.286810438,0.0458085,0.04571339,0.047265643,0.1297614,0.752662328,1994-12-31
0.943968327,0.252746143,0.042832427,0.041915827,0.045405281,0.149181457,0.87385015,1995-01-01
1.27484532,0.176439154,0.053813082,0.047536631,0.034229412,0.135260184,1.113417952,1995-01-02
1.043437648,0.207337355,0.054707662,0.040440312,0.031850089,0.127377205,0.935126573,1995-01-03
1.390515646,0.413207951,0.049563172,0.046914074,0.033973362,0.157487413,1.280917445,1995-01-04
0.696095596,0.187352954,0.051095476,0.045191393,0.042135876,0.207776133,0.668479865,1995-01-05
0.990632604,0.113766789,0.065544698,0.045329759,0.052222347,0.08635415,0.860216631,1995-01-06
0.818383902,0.131916385,0.039549954,0.039641544,0.023017358,0.17661301,0.739825525,1995-01-07
1.086427218,0.279552282,0.058811729,0.052597442,0.031982798,0.12061694,0.991470044,1995-01-08
1.123122185,0.296678124,0.037239334,0.043602002,0.038297885,0.163770972,1.032169302,1995-01-09
1.397628801,0.25086305,0.056748144,0.042118735,0.036197607,0.132714329,1.23341127,1995-01-10
1.110410263,0.226959742,0.030253132,0.044606857,0.03164709,0.06557906,0.980182653,1995-01-11
0.563629951,0.159546779,0.07247909,0.041862266,0.056200853,0.179513726,0.55172496,1995-01-12
1.091192294,0.26231621,0.047981464,0.042759342,0.041815027,0.174419011,0.999788084,1995-01-13
1.428650138,0.169957753,0.034709543,0.039638545,0.029335099,0.09607568,1.223490891,1995-01-14
1.210325168,0.153596617,0.052848079,0.030003609,0.055923147,0.172467846,1.062710172,1995-01-15
0.810203501,0.159491324,0.038113486,0.045108551,0.048570483,0.227280621,0.754645574,1995-01-16
0.455544318,0.288454731,0.070077127,0.04729869,0.051841818,0.12522605,0.492938847,1995-01-17
0.875266624,0.287710627,0.037598616,0.042638439,0.037458534,0.225772858,0.843450618,1995-01-18
1.673607983,0.122363705,0.058637277,0.048402117,0.043817155,0.216365932,1.433954339,1995-01-19
1.40453507,0.28965856,0.028457087,0.036875596,0.045850655,0.050782927,1.231800543,1995-01-20
1.495363208,0.119376001,0.02386636,0.038405035,0.048124875,0.133693707,1.269881735,1995-01-21
0.891780994,0.223243335,0.055838004,0.043468027,0.040044847,0.157611559,0.825855195,1995-01-22
0.667014311,0.160111884,0.049636498,0.047783034,0.040420689,0.158044076,0.627037851,1995-01-23
0.602930624,0.094783374,0.040602391,0.034500506,0.031342728,0.123296936,0.546083461,1995-01-24
0.680709605,0.177511562,0.058575259,0.033845209,0.052335437,0.152074455,0.642711634,1995-01-25
1.498737943,0.327871827,0.054964698,0.043891275,0.049446829,0.170635043,1.346309191,1995-01-26
1.024475297,0.18803433,0.058404497,0.04754282,0.048536004,0.151470883,0.921733045,1995-01-27
0.721701971,0.252700225,0.059512459,0.03701099,0.043843895,0.232364971,0.713681373,1995-01-28
0.820434409,0.295402468,0.053825757,0.052504876,0.043867623,0.195122698,0.799012633,1995-01-29
1.248679542,0.191412378,0.064877874,0.044785132,0.06404535,0.131324557,1.100003094,1995-01-30
1.313703058,0.224454698,0.046323037,0.054870809,0.047260823,0.151754859,1.163495294,1995-01-31
0.964429622,0.208119597,0.032151682,0.037581845,0.049474927,0.061079536,0.858116329,1995-02-01
0.838942885,0.285694035,0.053883743,0.036355581,0.049400029,0.129220976,0.796670649,1995-02-02
1.194342193,0.241100296,0.045421544,0.04934304,0.047435124,0.090696141,1.060163042,1995-02-03
0.669115977,0.199728662,0.045556647,0.038119872,0.031508753,0.056456878,0.618021283,1995-02-04
1.206409124,0.199549151,0.071304026,0.0325881,0.044749761,0.201045691,1.080065371,1995-02-05
0.719104587,0.249904684,0.041899106,0.039270159,0.043249716,0.099853686,0.68266771,1995-02-06
0.915275789,0.201768719,0.050307334,0.065527291,0.052099254,0.118968621,0.833338359,1995-02-07
1.084784497,0.230003837,0.051865027,0.035382193,0.041474249,0.253196766,1.000340248,1995-02-08
1.300343365,0.100525081,0.054527819,0.052396621,0.031244382,0.089120189,1.102073136,1995-02-09
0.504261713,0.267969615,0.041237947,0.047233121,0.057917294,0.16363609,0.531166309,1995-02-10
1.300684206,0.20832484,0.02122161,0.050498378,0.026181856,0.143658675,1.141566737,1995-02-11
1.203967409,0.263472684,0.03604569,0.02763856,0.048929888,0.199029762,1.093283099,1995-02-12
1.001800786,0.310768868,0.044855441,0.061376654,0.045959009,0.138373399,0.93756508,1995-02-13
1.199031442,0.197532022,0.044284925,0.032624783,0.021959229,0.140985438,1.056568742,1995-02-14
1.080069661,0.22711588,0.029692085,0.044864827,0.038455483,0.175392327,0.978570198,1995-02-15
1.51847279,0.216222521,0.046834823,0.033651438,0.054272018,0.185090074,1.330138831,1995-02-16
0.949232069,0.194596592,0.046326844,0.04449076,0.051420557,0.127032492,0.857394947,1995-02-17
1.118947669,0.151088742,0.047821208,0.049025661,0.043512962,0.182581791,0.991037099,1995-02-18
1.394428357,0.115961257,0.058992492,0.042271413,0.059515928,0.081409058,1.182690857,1995-02-19
0.882726518,0.211949789,0.060507754,0.045381196,0.043273669,0.131077246,0.810897862,1995-02-20
0.756492995,0.20222878,0.034259671,0.048687009,0.062869915,0.206142727,0.721673235,1995-02-21
1.160399987,0.252953924,0.052258557,0.012269854,0.038643771,0.081726639,1.030868713,1995-02-22
0.863556585,0.362954025,0.054294558,0.049889606,0.039614649,0.138614668,0.841834291,1995-02-23
1.306090735,0.149462869,0.034395502,0.038197972,0.028393573,0.147886933,1.12938754,1995-02-24
1.501482631,0.265641888,0.058888691,0.027859451,0.040609274,0.160606218,1.325735657,1995-02-25
1.467811516,0.268956941,0.019611187,0.050569147,0.046443483,0.120850423,1.290768761,1995-02-26
0.561664998,0.276103504,0.038522147,0.045668989,0.046090525,0.132031599,0.571597535,1995-02-27
1.123148109,0.158372268,0.045064024,0.047133031,0.051682006,0.150564335,0.990530941,1995-02-28
0.654263795,0.232084952,0.04946242,0.051632854,0.049128001,0.144799351,0.63701872,1995-03-01
1.205750125,0.256902388,0.040370595,0.064248969,0.050774351,0.184225665,1.094055341,1995-03-02
1.114883461,0.236913616,0.043504845,0.059287305,0.033873431,0.095402934,0.995727999,1995-03-03
1.359805514,0.241286056,0.030019788,0.054533083,0.058046916,0.212129517,1.21691611,1995-03-04
1.086110682,0.253438069,0.043222468,0.039727421,0.047491847,0.102868668,0.978537874,1995-03-05
0.445961466,0.207128346,0.031366498,0.041158054,0.057645859,0.171499412,0.4662246,1995-03-06
0.851030975,0.150581639,0.054802744,0.037986986,0.042695142,0.069885597,0.753524878,1995-03-07
1.037029285,0.227324733,0.043191335,0.036925891,0.027498092,0.076011943,0.923784768,1995-03-08
1.544806913,0.179837078,0.040850497,0.043383378,0.042631667,0.210003928,1.344483994,1995-03-09
1.004561721,0.186313056,0.057724997,0.053272749,0.046431138,0.187812888,0.91284876,1995-03-10
0.8280505,0.277465434,0.058347011,0.044675158,0.043981188,0.210145083,0.802409383,1995-03-11
1.22314685,0.165215444,0.067281012,0.041153955,0.055077666,0.067597186,1.057952814,1995-03-12
1.045354642,0.237566803,0.020463736,0.060200841,0.045001131,0.090800896,0.938280505,1995-03-13
1.037433626,0.275038079,0.04016428,0.056010894,0.033732403,0.182259313,0.961900945,1995-03-14
1.236211628,0.275076959,0.047906613,0.041042295,0.060545583,0.143147478,1.115071335,1995-03-15
0.786106274,0.198021705,0.043846562,0.027800817,0.044609863,0.121847749,0.724286805,1995-03-16
0.592453804,0.278563706,0.039685933,0.050154491,0.042339677,0.207576673,0.6122655,1995-03-17
0.252487601,0.168316027,0.055377873,0.034997344,0.036355174,0.059161355,0.276990199,1995-03-18
1.474027603,0.218689545,0.035184141,0.059659897,0.032296956,0.245735733,1.306690192,1995-03-19
0.472896867,0.166335779,0.061749722,0.039956289,0.043182008,0.177540975,0.478215224,1995-03-20
0.922838444,0.156276668,0.019096549,0.019534824,0.035128922,0.178110604,0.828151906,1995-03-21
0.755742586,0.165199939,0.063902024,0.043315806,0.036679976,0.113687048,0.691281241,1995-03-22
1.136500191,0.19240955,0.074279349,0.039174992,0.033863737,0.193575535,1.020369932,1995-03-23
1.026757816,0.371075456,0.064343199,0.047215862,0.025767014,0.165126833,0.979486864,1995-03-24
1.230064723,0.2566247,0.055608247,0.049717272,0.058704328,0.207095243,1.118861222,1995-03-25
1.013819467,0.124274923,0.052111401,0.043319482,0.050225345,0.084392011,0.879782075,1995-03-26
0.570444314,0.113004777,0.05009057,0.026600601,0.051928132,0.026782586,0.508475332,1995-03-27
0.646239849,0.143877805,0.058600019,0.042402858,0.043230084,0.055256116,0.58562974,1995-03-28
1.199343084,0.244632366,0.048440927,0.032392253,0.042872281,0.145151354,1.074264994,1995-03-29
1.381061392,0.163842488,0.023882203,0.049958795,0.051684789,0.140610583,1.194676555,1995-03-30
0.501222666,0.214091429,0.056806227,0.02792461,0.052474046,0.088365266,0.496599103,1995-03-31
1.107079359,0.261279271,0.042125493,0.036213907,0.058299465,0.14057495,1.005826145,1995-04-01
1.073550767,0.180663771,0.05667012,0.029314054,0.035859982,0.200993113,0.965422783,1995-04-02
0.67131704,0.251787743,0.030817231,0.053518547,0.039688037,0.108942797,0.646780895,1995-04-03
1.154944239,0.240812928,0.062262258,0.051434679,0.036796555,0.209879983,1.053224615,1995-04-04
0.892555701,0.258855681,0.061581266,0.036316964,0.052150368,0.195004297,0.845706985,1995-04-05
1.063042494,0.390088767,0.039596127,0.038546043,0.021347555,0.201021413,1.01761388,1995-04-06
0.787747561,0.201780342,0.065309168,0.05554315,0.035149922,0.166871422,0.73970666,1995-04-07
1.41506352,0.305111773,0.038971107,0.029562762,0.04447727,0.063748464,1.247635155,1995-04-08
0.981136073,0.100335108,0.059197765,0.037034865,0.033173876,0.207311658,0.869412373,1995-04-09
0.415157077,0.271188961,0.043877343,0.041662775,0.042982348,0.211492958,0.468633188,1995-04-10
0.43608303,0.12512069,0.047675769,0.039517453,0.034706479,0.107134744,0.42001955,1995-04-11
1.096098045,0.28941242,0.04904215,0.046967778,0.041346256,0.200414624,1.017520705,1995-04-12
1.095834272,0.306205553,0.040081788,0.030627385,0.049159739,0.1506258,1.010641135,1995-04-13
1.092713865,0.244986203,0.050193029,0.042866137,0.038306155,0.119781726,0.98475983,1995-04-14
0.973620872,0.244539963,0.067588785,0.04655481,0.036859189,0.138541596,0.895067284,1995-04-15
0.353042569,0.311464567,0.070931024,0.037417702,0.054955735,0.149623413,0.422128554,1995-04-16
0.879149435,0.072227705,0.0811304,0.041726656,0.044767196,0.113284461,0.764407177,1995-04-17
1.367423841,0.3536742,0.045756575,0.05228356,0.045922743,0.113491521,1.237135925,1995-04-18
1.658754652,0.229107685,0.036427171,0.040543184,0.058965982,0.146877822,1.438705225,1995-04-19
1.11417042,0.139736471,0.026486913,0.046584966,0.04276672,0.206247675,0.986090672,1995-04-20
0.996426086,0.267690625,0.063756946,0.034287092,0.05326395,0.18502725,0.929584305,1995-04-21
1.400589891,0.322737919,0.059617725,0.028424278,0.039582375,0.027818522,1.235619431,1995-04-22
1.066519015,0.16195937,0.049518594,0.056280279,0.043174244,0.077739743,0.932248283,1995-04-23
1.578758352,0.213019688,0.045288883,0.032658829,0.039087418,0.129064039,1.364428909,1995-04-24
0.770567794,0.197550241,0.044637969,0.046920064,0.05238288,0.196703908,0.72945418,1995-04-25
0.88019298,0.242768956,0.046798389,0.04471947,0.036148835,0.053265526,0.800404846,1995-04-26
2.1,0.125415901,0.041738343,0.038417216,0.046420883,0.156002757,1.761482966,1995-04-27
1.051683036,0.228246006,0.047228604,0.037826013,0.034331829,0.27153543,0.976065961,1995-04-28
1.274889501,0.222307761,0.048624206,0.037384961,0.045149328,0.124528748,1.124625529,1995-04-29
0.934920296,0.0973436,0.060395472,0.042883206,0.049267536,0.16325584,0.825045106,1995-04-30
0.797558623,0.225655866,0.041559118,0.055183559,0.052329196,0.192989673,0.75924878,1995-05-01
1.343335266,0.122653267,0.055090427,0.045865457,0.039027181,0.277268409,1.180916181,1995-05-02
1.392398787,0.214042193,0.038797218,0.047673769,0.051272056,0.153437846,1.222593561,1995-05-03
1.503313202,0.196078447,0.043045104,0.033151915,0.047718527,0.061301769,1.286126005,1995-05-04
0.469535818,0.233198339,0.03337237,0.045592496,0.039264405,0.140318824,0.485474848,1995-05-05
1.254802034,0.255890996,0.053899997,0.035309262,0.035996167,0.168364413,1.126802351,1995-05-06
1.249418903,0.22691002,0.057847514,0.039386257,0.052988604,0.123402202,1.107310807,1995-05-07
0.739815072,0.189349445,0.05817156,0.042416823,0.044315531,0.205007823,0.704148847,1995-05-08
0.656395905,0.210995968,0.056604391,0.050542311,0.027996391,0.209378596,0.643805543,1995-05-09
0.687720659,0.20729079,0.051311568,0.041212883,0.037822424,0.184947916,0.662388035,1995-05-10
0.641836403,0.155608366,0.038893666,0.049991866,0.037684851,0.157455865,0.604299844,1995-05-11
0.132669352,0.150106316,0.042359846,0.042398047,0.047932634,0.075656783,0.179567786,1995-05-12
0.528864116,0.168234927,0.082716433,0.038598627,0.043847961,0.154851053,0.521048284,1995-05-13
1.093503623,0.248593581,0.057831615,0.05561264,0.050539885,0.122410411,0.990261469,1995-05-14
0.708546528,0.180309346,0.036342011,0.047201516,0.038630779,0.137507121,0.660648881,1995-05-15
0.724696607,0.194138391,0.040849914,0.041980216,0.036938099,0.13240293,0.676456211,1995-05-16
0.822083907,0.262223812,0.02753415,0.039709791,0.039849889,0.135328751,0.774109403,1995-05-17
0.801097949,0.131102593,0.032404418,0.039360699,0.039603118,0.117050671,0.714756095,1995-05-18
1.260311433,0.20462654,0.050615105,0.047122741,0.029749781,0.050759622,1.092537796,1995-05-19
0.648573408,0.207820539,0.075903496,0.027190031,0.056948472,0.159993861,0.62920786,1995-05-20
1.255275397,0.242657544,0.067861301,0.051527402,0.055974921,0.172658459,1.129085636,1995-05-21
0.970642467,0.32537248,0.049336158,0.035901286,0.035945695,0.275221186,0.941288269,1995-05-22
1.001247631,0.324405709,0.063192774,0.041793332,0.047178234,0.186286331,0.950793518,1995-05-23
