Acid(ml),CaCO3(g),CO2
112.8087365,87.88414661,80.35817166
112.3776305,101.4631333,104.3507919
124.605206,106.4142455,95.59065703
101.3339108,117.0314948,119.33439
93.7922664,110.774501,107.6150777
116.2240054,116.6533297,106.5822772
118.6389608,93.55206561,105.2172083
115.7836502,125.801499,118.7388065
127.5242399,106.3938943,129.5029284
89.77000306,119.9591185,119.8854819
93.57313598,98.90914097,76.12268729
90.62345391,116.0535216,101.6091502
83.31753177,84.36088575,82.95318637
135.0095479,108.1670231,120.5693461
104.3776463,98.27903921,89.52018963
84.57163548,97.86253469,84.26385079
104.0352028,111.4308379,107.7159138
101.7157683,105.9169398,105.9219888
105.0048471,80.87379069,93.48392965
134.2131464,102.6630425,104.2520247
103.7466487,112.7589814,88.8652384
100.5988472,112.7337808,94.86231542
111.6422672,102.3097525,101.5944596
101.9007021,114.2463953,112.9772728
121.3387241,118.0744946,117.0150713
91.59326446,107.5362194,86.69119677
100.2805594,90.633646,84.44939824
107.837811,79.88460652,78.9931665
117.1041617,59.92109082,82.44318779
94.36796493,93.27282872,95.71528186
83.91508342,120.8734186,101.2158875
97.65022432,86.24379836,73.28917718
99.7589558,97.09238046,94.30967777
93.295076,106.7547821,102.3542336
102.5524816,121.5662626,108.6583323
98.7423279,85.07550404,89.35296325
100.9385333,92.73729082,86.68391377
83.73783331,104.0573681,87.58161919
109.648513,87.01496986,81.18841152
108.9745589,86.74532527,76.26254579
119.5503085,104.839786,106.850321
101.674615,117.0798879,111.8006453
107.6157179,104.4712881,111.218049
105.6066009,124.3540351,122.5433445
102.7366119,107.0205163,96.96085311
108.3786146,96.97193199,98.845598
127.3145532,97.75562281,114.4228038
106.5968003,98.34227189,113.7866091
125.4543926,79.20122625,92.43600107
100.4959885,93.2085945,75.42187345
96.93084084,120.981711,111.4950152
83.13069785,107.0478614,89.9622519
102.2494247,96.76432534,105.9163998
103.5389534,114.5099468,114.459172
103.4072911,120.5586255,93.77701259
102.4873008,88.69557354,95.67427797
98.58034208,81.419365,77.99981381
87.19892241,75.29360897,87.92680267
90.56306153,106.0859523,99.40693108
84.44418676,94.17269313,88.46859545
105.4796966,102.7004601,98.05690718
121.8220778,97.58217042,105.2905077
94.18329911,109.2394697,96.85384771
119.5591648,113.1481247,107.4282833
107.654263,106.7280702,111.8322519
97.65921029,106.7912186,114.8639386
73.12759149,118.9278055,110.0556987
100.4904466,113.5856738,101.772806
93.35797681,91.30417572,73.85534704
99.48164329,101.7817991,99.06980708
116.8221412,91.09208162,97.16722822
106.6121787,71.38831156,80.93661176
99.08555515,112.3012324,115.1029378
98.1660697,114.9401499,110.7698736
113.1782847,97.67591023,81.37988343
113.3607434,98.71731873,100.4658463
120.2548536,103.7717401,114.4140252
99.09464053,98.65715678,95.3409662
122.7318468,81.01599144,92.14560694
111.3667068,112.8445454,110.7597255
90.16373875,105.6693119,85.2315075
110.6624486,99.64294586,117.8627952
100.201247,115.332721,108.3160164
96.36964685,103.6897297,110.0964483
98.92675532,94.88424061,100.6716679
109.1174402,82.55604763,107.8152693
115.9888916,86.30725442,100.5530274
115.2947885,96.53561163,98.65161717
97.61972117,90.49020054,96.11254999
89.22846431,87.89101925,91.72285345
110.3927629,109.542453,113.98404
103.3627895,102.5117355,96.00917023
113.5585252,118.1893985,100.7885724
102.1991312,98.33823899,93.71851278
129.0852595,90.06716346,99.21720808
97.46309266,91.14453713,94.58911326
127.0755115,95.69904304,103.606122
122.8382495,88.32560593,106.3322634
92.15836875,103.0079371,101.6586221
97.53312925,103.4632024,88.7487917
110.5132293,100.9083149,90.7073448
100.979336,107.9001502,101.3907552
111.9309827,88.99681116,95.33173156
92.45709756,81.48514903,79.34262331
116.977318,106.7599623,99.67755802
119.5814109,122.4921615,120.2197906
84.82302064,78.65154982,90.78010295
91.79205517,106.7550864,101.9694215
97.95694856,113.5462317,99.62287459
103.0257809,98.34830728,98.05400968
112.6963874,121.096742,118.4684959
109.8162327,114.9140645,117.8938295
75.76726541,98.43126246,90.67838811
98.18461018,97.25528295,99.67941371
97.35079228,99.63548387,105.2156764
119.7303058,85.12778188,111.9728318
110.3647554,114.8400779,105.1972991
103.7614391,100.8709144,81.99535185
110.4536925,97.90693493,94.07431404
116.8941272,96.08079513,102.3086838
99.78762463,116.4423743,93.7957117
93.40217486,112.6157567,101.4924787
107.237736,104.0085557,121.3262505
102.032023,97.82372855,103.3527968
96.19551391,119.1618236,126.0416578
93.36283157,101.0804079,88.84528702
113.33322,97.36044618,95.05432824
102.3279908,124.1833843,111.5633006
117.8604484,84.13877972,111.565197
102.2331785,100.0780247,98.18537332
94.91954628,107.5630644,99.72995656
109.9867386,130.8020833,114.8254149
123.4850358,107.6422114,89.93280864
105.8170056,124.9519993,111.1249884
100.3179526,84.73451489,100.3061831
98.90978916,125.0776139,109.9351064
106.972729,76.15964565,76.36301476
87.55748159,100.1161106,80.88578737
88.07844804,99.97264695,95.5874603
103.8510316,125.7316725,128.2804581
104.3719764,108.54577,114.9449343
116.7361133,109.833078,111.8923053
127.5536666,110.0612777,120.1132887
106.7738837,93.38753758,85.57715646
101.8157483,109.0984471,117.6781178
99.59477945,116.7551202,105.0079406
88.80749123,97.74870104,98.96179029
78.32751573,99.96915245,86.17222565
112.4933146,109.8464313,116.4790499
98.37192508,109.9148303,94.24424203
110.8298117,122.8806207,124.515858
106.2611297,118.9494323,112.6240936
113.2844343,84.93545876,90.61379052
92.98526922,99.76313324,91.11261215
117.4962577,87.79726843,94.9066738
97.35357198,85.56452921,76.35316781
100.8661985,91.47505051,89.83790466
102.2987235,97.26651951,95.576293
90.53848827,93.00365693,92.57869439
105.2085188,104.0286054,115.4271309
117.2808181,99.92423998,111.6649123
101.0945453,109.4054302,120.4005363
92.00825618,102.0987859,98.25748613
121.1615861,106.9227028,128.3979814
99.21405037,96.57357807,84.6476591
108.8602911,98.59532304,94.63079742
94.95888171,108.0649792,89.58402704
87.30351993,88.84921202,76.26626777
100.6506972,110.9281166,111.8445454
85.91558335,111.1775682,93.92053995
81.1514321,122.0556417,93.06488788
96.15961865,109.7668355,100.4706845
94.04872889,81.00350566,81.17278152
98.40458677,102.6067871,82.38285262
97.07867378,97.3517508,105.8571947
108.5014076,106.7119089,100.8957076
81.62073609,91.19922152,74.18161471
105.1588844,113.534517,124.4249184
126.1963536,89.7756629,98.54305569
125.1190761,125.4006047,118.2012214
97.40814075,118.2470731,98.98599315
94.79110877,83.02872855,86.08065249
89.42204345,94.44682258,85.50039203
119.9738319,104.2681191,115.3117773
92.18455139,87.3476268,80.45478146
116.5453063,77.19776343,92.40533789
97.73381735,121.3291061,127.9120226
113.0083718,90.77303467,87.61114193
91.7031829,124.8119254,125.0923637
104.0725075,71.11223255,60.22448868
124.4117288,96.52296949,107.5022027
94.24984873,122.9539659,107.2517861
106.8040054,84.18953061,87.2242619
109.4816099,105.3080162,116.1887099
88.92459383,101.8632385,101.3441543
93.51916755,90.63385922,87.20808116
82.12080699,96.94485544,81.11778028
105.78827,106.6732668,111.234996
87.36378199,101.1063091,96.5700085
97.4118291,112.3761101,104.2737974
95.98012382,97.07460203,96.58068524
115.4571706,103.7793359,104.5695658
109.9474753,90.94764246,85.03360181
98.80019301,96.96982614,103.809249
116.180977,120.6733672,114.351902
107.7872284,98.02783107,108.9171902
106.3792879,101.5098962,87.29583676
103.9510728,95.00694065,107.9713264
112.3269415,101.8159177,109.7537543
120.4274107,72.2177561,105.6073716
111.5522462,107.4097164,113.1437131
101.2980113,122.6690735,122.0077868
115.6249527,104.3362932,97.38118869
117.0067854,95.87600305,99.82736146
113.9857244,78.24881745,82.03187678
109.99196,110.1499164,121.9095918
114.8086176,108.4660256,107.6195833
89.1015877,100.6996226,90.57809844
87.16252588,124.9639097,111.6240318
100.2536391,114.3537853,115.7014758
123.3512772,102.1841688,105.6725892
102.6857717,97.79268024,95.80168617
88.57312768,118.5186422,105.3786437
77.37075534,95.97998272,98.87728993
92.6180946,123.2196822,111.1428247
113.7582367,109.0127212,121.5670206
98.94815564,108.1943073,98.88100859
121.3442951,98.49983288,101.0445948
90.72560165,100.693427,95.69314286
132.9435928,119.9257014,130.6806679
105.1024369,106.7185466,108.1437374
111.9539112,138.1224391,136.7275974
113.3611426,98.40058725,100.874773
90.16887442,103.5997176,98.96326397
116.4693323,86.41771676,101.6278509
104.3583777,112.0969907,107.0423756
85.02099045,94.35462589,85.87979997
84.65635939,112.7110357,106.4354425
98.19202287,109.2562114,88.0740206
107.7860641,94.13996737,81.25960697
109.5629012,125.2747093,131.1842262
133.7864832,104.1080706,127.4315873
82.25258036,108.3140137,99.82945498
115.8227365,75.08022864,92.02533547
108.0101916,106.4656216,111.2943537
112.4942357,83.90787508,83.93071836
100.3297034,116.7532305,105.0538279
116.9358881,90.1539245,85.00116522
103.0780117,98.26055859,93.62052319
97.58482725,112.2320463,103.2535012
102.8566425,94.81286202,107.331948
100.8013323,83.30847639,86.63587825
88.45597565,111.2515955,105.0712387
112.1010726,107.4834521,101.7784878
113.9037305,87.79674167,102.7884699
93.41904578,100.1230106,84.12846594
94.46315901,117.5352572,111.0731046
89.45446224,96.60216109,99.3884893
124.6277525,99.72307625,99.97268354
105.3738628,107.4834881,105.0561772
120.7046145,77.43909484,86.30048833
92.37738582,69.12725571,67.3743658
86.74875457,105.8161054,98.13438646
117.128107,79.83255325,74.6022398
98.204995,108.2390303,99.31522795
132.2928374,92.87223406,102.9681763
115.189744,98.97090691,97.27641676
96.61993342,85.44506126,97.90881233
124.9658104,108.4892138,113.5755329
77.1406207,97.33218325,78.24102616
102.353383,106.4074754,107.2976234
106.0418534,99.83425054,95.84903209
115.9175898,119.480618,125.3498136
113.2204031,96.4635395,105.5180573
86.06674613,95.65904569,87.60706041
117.1347231,114.0873948,130.0810549
100.8397938,116.6945165,104.719645
89.16901454,80.98035568,81.48187381
105.3276022,121.0198878,113.0938791
97.93732987,106.4432506,98.05596277
104.6887725,115.0568999,110.1940297
116.7705983,110.9132931,114.3843936
109.9640688,92.90417859,95.66280685
81.546044,83.08305138,78.18323566
108.7528461,94.60985096,102.5279567
102.9058259,109.1867296,97.9588215
111.6008579,124.0840915,120.9268342
110.6008521,99.81980696,111.9983143
106.6367269,105.3201324,113.1420986
118.2497093,85.95111793,92.23658672
113.809172,101.4438496,87.42120252
108.8731911,97.80709474,101.6059672
122.6619953,124.2048823,118.8064369
79.12481123,89.17153828,89.59989958
104.4237081,104.6223664,108.2090356
104.36113,119.0885073,104.8593679
113.0654487,105.2054687,114.4077749
102.9896204,102.7094084,87.30401493
108.7072383,107.8285228,103.0924827
96.93310891,105.004454,99.20159519
100.8937288,102.0865552,91.47769157
78.44354489,134.8892327,119.34267
124.9879974,107.8626455,111.4137799
92.04337433,89.61362239,88.72119999
120.8887589,95.96636395,110.0030435
91.72195867,110.8298917,97.17876534
104.1495702,87.9681714,89.62847607
117.4641988,96.27111016,104.8116452
93.45745463,108.5181839,88.5188747
77.12765685,95.9558822,75.52207283
85.03993543,109.8726329,95.8909663
102.1717092,84.90076646,86.07735666
111.9084215,131.2388577,132.7279645
99.76902756,99.56293974,87.40389012
76.91888894,112.594906,106.9185556
96.67585935,109.3019895,101.8236908
102.3590515,106.3138638,102.1381607
103.0359374,113.7142312,116.4343326
112.0744192,127.1453248,116.5315774
97.23615713,84.79835832,72.1279834
69.93660448,84.87222629,72.02191483
103.769592,83.54988272,71.98561826
85.56130364,109.9826847,90.61416309
105.5048967,81.85050917,72.60746015
84.55374368,106.2233175,109.0659001
105.0780472,88.40804895,104.9655662
102.1887349,107.9688183,97.22447122
113.5030375,93.74510846,107.9319914
107.664736,91.14802007,99.53842706
100.8678119,88.01276808,84.80997684
85.7871433,89.59380467,75.43214357
113.6432098,77.69720475,87.75335646
96.28128077,107.5284991,103.4328585
113.87389,99.03445039,96.69824489
91.8116604,106.4151224,94.84999229
104.2032981,95.35999432,77.68464529
93.04239378,74.09675598,70.93194515
97.15334211,106.0520106,99.583863
98.68323868,109.3812169,105.799829
88.80771839,85.11206041,77.95308077
95.19968493,94.3505743,102.8819018
104.2167439,93.99868671,83.60420486
105.0794168,85.06154763,88.47852421
81.43348232,83.15127469,81.66714129
109.9339247,92.15576057,100.2972682
116.1755497,81.9693368,97.61480748
67.44869163,113.4263861,93.62094124
128.7911644,115.1224775,124.0138822
115.0928552,135.7905777,106.5822411
132.8323427,85.00415526,102.1899489
115.0298691,100.6168329,116.9095894
102.4470754,74.10551527,78.97021666
101.8071348,114.4958994,123.4558276
99.53324591,116.9986645,106.5334062
92.73205152,126.0988964,103.8832103
90.57399094,95.78358356,90.61030314
101.3092517,124.553949,125.6258397
101.2463304,97.6155894,100.4054677
101.2471357,104.2809762,104.8939319
97.71656768,85.73978885,93.15815779
115.4780593,108.9831197,113.1554922
84.97230384,115.4119101,114.7023328
104.2888096,100.1287999,96.04232467
110.3762767,95.54530034,106.3069496
88.62976535,108.0711611,104.0137019
95.14217663,124.7315146,108.4862317
116.1200047,117.5797488,107.2653977
108.5681496,102.9504737,120.3352737
88.15622197,110.113269,95.54124169
111.0501116,105.649521,86.63166663
94.85986639,104.9030229,103.8665129
110.8657909,87.81620929,108.5153518
101.7105823,81.27081683,80.53385082
103.7852481,92.75608792,97.33851778
92.96645858,114.0211617,106.4328948
118.1114349,106.026063,103.71889
87.48712402,92.5759941,77.83087048
92.36247405,124.4039249,117.9031892
94.95085151,112.1977224,103.9653592
91.55704541,111.1159955,114.1692857
90.30646699,106.7430052,85.75059939
113.4815001,103.5840302,105.2039158
102.0757494,91.32977966,94.41271715
103.3157998,105.29066,111.0309127
95.57396275,116.986622,122.9788833
88.66378049,105.1889557,80.68460025
78.26738066,120.9680958,98.69938754
87.73355257,82.66937763,90.6659792
83.25490796,103.4543796,89.1453703
105.6751116,103.8929924,102.598191
86.12426205,97.72588316,89.24946415
86.37372454,95.11562985,87.56756901
82.44906053,103.179586,94.63510419
83.27278489,104.7111921,93.79476085
102.2854668,105.6208427,97.13494307
103.0250817,96.41665294,102.6957891
91.50403664,115.0883861,92.3052648
118.3579374,136.5993532,140.3853766
92.90989797,102.1335425,99.81108905
125.4251966,95.93943217,109.327627
94.64546252,81.40196807,92.10336046
99.46123443,102.7716823,97.38335794
109.3553303,99.58342432,100.7910262
117.5565916,80.85529125,97.27295727
114.1134336,97.93912464,108.3449521
104.3644465,95.24743652,104.5860624
110.0375626,95.73383032,93.36111259
107.0706617,132.0584209,116.0885684
109.0128266,104.8424382,121.7651231
121.0791713,96.71441784,118.8084819
99.88841122,113.9915916,112.0015495
98.63785263,114.7757861,98.14338772
88.61993947,101.9481793,86.26815271
117.717016,107.0472655,108.2882937
120.3071382,103.9196211,99.17447495
97.15623683,105.6999895,96.01433631
91.18824626,114.0062955,103.1214984
93.58360307,126.7761629,123.9377618
102.5339675,98.76360111,98.12737406
89.89249686,112.2820171,106.63438
92.8282683,71.9541086,73.60271521
98.17513221,99.86378966,95.75720089
102.8547141,105.5747398,104.71489
106.9030672,98.94073866,97.90677468
102.8306448,99.9302889,109.345636
106.3810887,117.8996336,115.2623369
122.2557765,114.1728274,128.9342542
125.3292221,115.710492,130.2880492
101.1434461,89.02042704,96.24346529
90.44969156,106.6109117,100.3344027
116.9255935,80.74121884,89.14064955
100.3060985,77.43881152,98.57884747
109.3304063,136.7150292,140.0855586
103.2975732,87.05205492,73.69422906
110.900157,98.51191571,109.8495259
130.9453131,98.77187608,101.1247124
119.0152359,81.41798304,85.67287505
101.4557091,90.3363614,85.13234146
96.27315591,86.47558971,85.68351437
101.8516283,99.54402911,81.22300066
103.138276,110.4529133,95.67501313
112.3920593,104.006169,123.6827766
109.2929319,89.73322654,87.61198256
99.83607144,105.004878,100.8195993
108.7700347,117.3048179,116.8738029
103.4182592,77.6909987,87.41128609
96.10697549,104.0042843,97.30629885
114.6549024,100.6416577,95.09974806
95.04882283,78.56427786,84.40617602
120.922829,105.9600166,109.4550279
114.1420171,106.1836093,99.66934738
89.26831916,93.82011852,88.34061212
110.8015682,96.77915956,104.0063574
92.19744965,131.4699734,107.6975693
108.9901787,132.4410887,138.6031779
106.6369381,96.84193108,93.68942516
113.0019415,86.35356693,101.8080679
89.85179198,87.5494421,75.29753162
90.902135,135.4975752,102.893201
104.2122417,137.6732494,133.9119477
110.9208419,123.7406288,129.1543005
114.5478966,92.51947167,91.39479456
94.32564969,88.78442681,107.4516083
104.7014776,90.64624671,99.67015825
94.396399,96.74062711,82.90648397
92.49821253,122.949783,110.6062458
101.8820574,90.99713481,97.95855463
107.4491033,104.9298623,108.8185285
105.7650815,94.26936692,90.16712023
92.99240702,79.83160544,83.4795576
112.6513207,133.4094457,129.1521593
120.8151973,84.77268708,79.56766814
123.7164284,106.6396405,117.5137511
93.14045884,100.894638,89.03520477
110.8652087,93.88190138,83.66737439
118.3928899,103.018653,105.4749666
96.80102398,95.19188,90.83015471
105.2035801,88.72067393,81.51090954
120.1607344,106.171061,110.2592363
81.58423834,96.79634433,100.8054118
120.7961036,82.24769995,121.4534721
92.45959695,132.6982298,104.1105408
108.9300588,94.35184692,90.51605158
124.400141,76.92243728,88.10054285
110.2562407,111.8487383,100.6687336
87.16925976,85.42585292,77.28305006
104.9504685,94.53704118,93.5548776
113.2776675,78.28741288,78.73685265
115.1133912,114.403725,115.1231494
120.8509418,120.473818,123.4425547
102.181795,104.9688002,104.7338073
96.65181703,85.88153737,74.80523101
101.0108981,103.9261425,93.86836695
97.19003901,106.9227979,103.4650194
88.67692333,84.56842099,83.18361378
102.3535208,91.75078068,103.5864341
111.1875204,116.8515645,106.9604514
113.2642448,99.201759,97.42128333
105.439939,93.33971815,96.28198932
119.5521017,97.97973153,109.6346414
101.2480763,86.32491468,89.2280089
103.8648782,117.5658965,131.0000934
118.9588107,122.2201475,122.9381739
88.83271976,78.96246749,87.13571478
116.9860284,95.47926137,89.92292799
118.1155335,89.60768163,90.90217011
104.7722482,75.69654935,82.55270147
121.9382023,99.19076607,97.58832241
82.78588942,83.27438384,89.44393509
110.7356842,124.5089781,117.1113918
113.7428666,110.0385523,118.0581411
90.61547262,104.3725659,96.57016322
115.5267787,65.01445925,83.19927469
111.5789983,98.34392322,87.37369496
105.5243664,93.87251663,93.18952537
89.96975776,74.64505081,78.55269479
123.6307767,98.4682251,105.1822454
110.7636014,98.4830132,92.75448295
114.9169068,86.1970303,97.81340587
104.2463109,95.48869798,87.09898584
107.6228929,115.3150916,109.7070227
113.6423506,94.90624459,82.26913445
91.91536868,87.64604483,72.29087022
89.9269914,105.4985578,84.33351457
83.30132878,117.4383232,97.45314148
93.81783894,104.4958723,86.80650403
104.6046534,90.40073629,81.72099129
99.88608535,110.310579,93.75910905
112.7643122,116.7822644,108.0271488
103.3111926,87.72686593,85.200112
114.5712093,110.2533933,119.1055352
95.6957185,94.90566759,81.80394359
97.76781647,108.8766603,99.44884743
117.4369181,100.1478711,104.7779255
100.1995128,123.4905764,117.4007086
110.4736719,109.2088623,113.0584638
95.74799882,85.0742867,83.78484338
119.2645817,101.3615285,106.7464628
111.0449045,116.5270128,103.4264502
132.0464613,103.0401243,116.6060821
94.40204901,111.5875331,97.02492428
75.14991292,82.18192557,66.40612315
109.7927233,78.19954999,78.40976771
109.4400029,96.43449168,107.6664571
113.3887853,93.12216348,105.6914128
128.2595165,102.7435683,115.7651524
105.4104667,78.9680813,82.04995166
86.25035314,105.4097441,88.93035795
112.5660995,101.1863483,94.26329203
75.65579476,93.50895503,88.90203004
119.4230776,121.6027,110.7156249
97.98745755,113.6979454,106.3306947
118.8254321,118.1432943,110.7259859
111.6449562,106.1425293,102.9569845
102.080281,108.9451779,110.1129643
109.3495254,111.4020501,117.2819652
94.03599545,97.95919087,82.20247643
113.1908737,114.0374268,103.0643246
81.86118123,91.42069474,103.2586704
98.76641134,110.6028005,106.4255048
77.29833514,140.5433405,116.6740857
96.8415969,126.8242974,113.7281291
96.21938623,96.36265405,87.64200663
114.6560273,132.7645026,126.4458904
120.2940134,91.13825915,87.62883426
84.7000145,113.1623073,96.46111371
109.0593403,112.2963426,124.2169579
98.03929832,96.84726171,92.56136596
101.6084151,79.57392188,91.61304664
75.13311211,107.9196769,81.52752821
105.3864777,118.0837893,114.1438786
93.4274897,96.96922462,93.3279038
87.59395039,100.8192416,95.60863267
92.4822908,67.58980282,69.97648731
106.1910258,90.10196367,84.21468988
88.93696886,87.7188051,84.49417995
107.5752314,90.19086609,85.83069959
99.69113798,82.57653732,82.86539333
102.6639996,118.5023401,112.4717921
94.13121244,85.07123992,75.3219453
98.36142351,106.5848785,100.8231268
107.8483593,115.2868156,106.4674249
105.2168652,98.99545455,98.93680908
128.2689367,94.59426452,110.5233963
115.3340868,73.50679791,80.99352489
102.6901172,92.2762798,90.21637739
80.40962523,104.0708794,86.22526514
103.4937263,102.0012736,96.89294688
101.7966613,85.32634108,81.3406349
113.2324813,109.8508394,105.5919577
115.890884,94.25904646,93.59519981
92.00830471,105.8308816,96.9473163
109.9751932,118.6227746,108.598016
83.12767544,100.7198313,78.82180069
100.883487,83.55687556,69.01793851
101.4226543,114.3936827,103.2771184
98.66271005,91.98266722,86.01740772
118.372796,98.98787787,109.0561625
112.0273179,115.3884212,109.7931251
102.5389444,103.9344527,103.4929317
83.1985252,124.093923,109.2562863
113.0505461,118.3363238,129.3256893
93.22854854,122.4788378,124.1176849
88.5663658,103.6643041,92.84526778
111.1622984,103.4933691,102.9256716
97.88779303,111.2282246,102.1874507
95.82568732,110.6795139,110.7726657
110.5053477,93.89282458,104.1528002
86.70392084,105.6335744,93.25742942
110.188328,120.3788889,124.8905038
134.0555279,104.7704194,116.4788624
99.8691581,113.6061699,117.8641582
100.5768934,99.50199776,91.38981355
107.2087242,94.95762218,102.7950137
113.9231038,92.45878179,93.16815673
96.62644656,120.573176,115.8920671
102.7421717,70.87299131,82.06045203
104.7018432,122.2047318,110.278252
104.7706216,94.5425361,89.31492321
102.326851,104.3652052,114.4731904
124.3218034,96.0960123,99.08638834
104.1747231,102.0026417,98.47490401
103.9817311,86.81388007,91.07660758
117.3716562,103.8891174,95.8247132
115.5357929,69.09615172,75.53365226
96.55791562,88.7653119,100.4248057
96.57915596,114.9131778,100.3907963
98.46900434,77.13807592,86.36001184
80.59775338,108.5361038,86.44398646
118.0686405,123.6453174,125.9497874
104.6197572,109.7324445,107.6711018
99.82581353,108.3237936,109.9359278
100.5329612,87.13155188,92.40390577
103.4760884,134.541742,125.8495802
81.69352842,102.0076642,87.44314351
125.5408457,126.1555686,115.0016493
90.90802507,113.078453,109.0136342
135.3889161,107.0373217,118.4343106
81.53652755,65.24336332,65.78724252
100.4165051,111.3160497,109.6633985
115.2665353,121.0649845,90.09047662
101.5807519,102.3965906,99.96048224
113.9144282,82.64552382,91.48247826
115.8897944,93.13884514,95.17116293
110.0509809,104.135222,113.2740535
90.20366608,109.8837638,99.5675122
105.6396047,87.58933129,89.36457637
90.4587338,93.79124909,73.60206222
125.8998121,99.97091174,121.3795695
98.12603283,103.7847465,103.4450455
111.5287827,85.40204146,100.6459833
103.7197743,102.5492673,110.5953354
103.9109438,110.7302142,100.4999464
118.2234127,101.2334363,91.91680835
104.3814489,110.1300913,101.0783062
98.63724211,115.9268048,109.1277895
94.53575998,80.67635261,91.74780667
91.23408211,86.31351116,72.16699093
119.1901813,106.8741696,109.0942304
103.1017667,84.02154188,90.88819119
105.8776936,114.6775562,109.4255685
92.53831523,105.2199484,95.14482531
93.45110258,88.83614432,79.50239252
103.5017755,112.8132105,118.2778617
121.4726959,93.6641044,86.17125107
102.0675891,99.61339443,107.9612809
118.1942108,103.3767431,97.26147373
115.3073365,99.13687309,120.9603858
95.7089079,108.2867257,107.8499241
105.0674785,113.8302775,111.8234062
105.0243886,80.61136378,94.77562092
91.24266859,112.4031838,111.0822739
92.49606885,104.8914217,97.30731994
103.6659218,115.9993959,110.2812875
110.5495658,105.5702623,106.4133455
111.2035221,75.41364602,91.46813249
111.1838027,90.71762997,110.4612347
114.4726959,110.6033356,109.0799988
105.424892,109.2028407,97.17697579
110.2560776,83.7981732,92.62026869
95.47220684,113.8945122,101.2190379
98.34441931,87.6785344,96.27437061
113.5336467,120.5251183,107.1871808
107.6815145,93.69587676,92.76665312
104.0587738,125.6512579,119.9074798
112.4914885,79.96632692,96.71505304
99.35281785,91.05983839,79.95470651
101.5267253,93.40897293,89.12932721
82.51348366,96.56292569,86.1577742
100.6310006,111.7761729,110.7872067
87.87609986,93.94810372,85.9700723
110.627819,92.08500638,97.44642978
96.90771618,90.34560495,100.9930589
99.04527274,90.27649607,102.2632086
87.81644206,102.8491314,101.4476805
117.5305355,119.7844895,127.6955659
107.1579547,112.1287795,127.7007781
107.9109844,132.3874899,127.5545575
101.2512277,110.9480468,103.362739
91.85616649,115.0970401,100.2698686
98.82368918,111.313543,108.2036631
113.3938828,72.40915754,79.82026994
105.3013983,102.5779336,101.5672916
95.92691361,111.1752931,100.0490017
105.034374,98.89002552,100.9874748
113.7036886,110.6046329,111.5763965
132.6230284,108.3443403,107.3507147
116.9748032,88.63958381,104.0350124
106.2648909,101.1384934,106.7696147
100.592834,75.94049332,93.42501232
113.2045414,106.3689222,99.77352946
107.3093542,96.55512022,103.0916046
113.6819566,78.22874568,96.19384588
129.623688,89.82827915,91.37059419
85.48198366,98.39732756,86.52295147
112.1242433,119.6017746,115.6371049
103.3994616,86.07886847,97.60898271
87.48817654,108.7506317,119.133376
94.41649412,92.14497624,84.26726805
111.0636933,112.4227723,109.546087
96.81506342,116.2479146,112.9501309
107.2657225,88.71469342,93.48717458
99.58157863,122.1387904,106.6063499
93.84357255,124.2119531,111.9225482
126.3525443,130.120399,143.2316213
116.3027242,95.60159726,94.1223209
99.15201033,103.4298204,96.63824036
107.8159319,122.5770103,110.472272
83.69200497,105.8903357,92.15712898
97.24776329,86.12265419,87.66887384
98.65812314,80.88847493,92.91177204
113.6119461,114.0459105,110.8987587
130.1789338,108.6437813,116.1148134
120.7289657,69.26134152,89.71826311
89.03851129,114.8738945,96.75161903
85.84216817,122.2313337,101.6261474
104.4142269,96.33410607,117.015362
83.45337413,112.713257,87.8347123
111.2491239,94.1162553,105.3363837
91.85503161,111.9316602,100.5602096
111.50556,113.0084426,112.9669649
99.60302293,84.12172412,75.10312519
126.8985157,90.28061999,91.20285661
128.9067391,84.73975617,94.25559655
85.22953681,102.2910273,97.1700328
81.93303438,99.67643912,86.6512259
107.2837947,114.4683058,126.7778313
111.4032713,105.8168315,106.5784064
90.00319602,111.4252256,97.98883615
97.59206571,127.6172697,114.9567731
116.7900523,114.9087725,111.7666413
104.9433091,102.7942394,104.3707795
103.3595153,100.6711693,102.9142432
102.6541617,110.6303576,100.051086
107.866483,99.0078286,100.8981073
94.94824911,100.5934073,99.19002626
94.76890357,106.1318995,113.822203
118.22856,95.43377999,97.55465276
96.33207262,95.97784804,88.60134044
106.9527618,116.0889484,105.4600002
99.69780055,88.78880686,88.80085384
102.3031704,101.8203699,101.3020413
111.1402209,105.8096493,106.5712171
117.7376023,96.97399777,105.3762581
129.802815,122.4574315,120.2544614
114.9714249,88.7439538,88.25480854
103.9371344,89.49112863,114.0880136
98.18222378,97.34615932,100.3274941
95.42825767,111.9767294,99.86798319
99.11787205,117.531065,104.3249401
79.53523105,89.31850004,86.12806228
109.4540254,114.8028602,104.7813413
108.3559613,96.17501454,95.79297224
106.6336744,108.6900511,94.09928728
86.34013925,100.181735,93.35017736
89.31811731,93.3435407,79.85304322
123.1540151,91.18303144,91.79934536
96.46662269,111.2304833,102.3671272
95.7664936,91.71342197,73.82375574
93.4516622,110.195434,105.2095152
106.9637396,115.4667957,112.1808819
100.1633434,78.0869419,80.18822943
89.23142936,105.1147477,98.95528308
105.9761739,129.0608611,124.3223002
